VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
7355,Northern Atlantic Coastal Plain Pitch Pine Barrens,7355,2355,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,Conifer,686,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7356,Florida Longleaf Pine Sandhill,7356,2356,Tr Florida Longleaf Pine Sandhill,Tree,Conifer,677,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116,214,204,0.454902,0.839216,0.8
7357,Southern Coastal Plain Mesic Slope Forest,7357,2357,Tr Southern Coastal Plain Mesic Slope Forest,Tree,Hardwood,680,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7358,Bastrop Lost Pines Forest and Woodland,7358,2358,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,Conifer,689,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,85,187,194,0.333333,0.733333,0.760784
7360,South Florida Pine Rockland,7360,2360,Tr South Florida Pine Rockland,Tree,Conifer,684,Pine Flatwoods,SAF 84: Slash Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.05098,0.270588,0.521569
7361,Central Atlantic Coastal Plain Maritime Forest,7361,2361,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,679,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107,209,206,0.419608,0.819608,0.807843
7362,Laurentian-Acadian Northern Pine Forest,7362,2362,Tr Laurentian-Acadian Northern Pine Forest,Tree,Conifer,665,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
7363,Central Interior Highlands Dry Acidic Glade and Barrens,7363,2363,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,153,0,1,0.6,0
7364,Ozark-Ouachita Dry Oak Woodland,7364,2364,Tr Ozark-Ouachita Dry Oak Woodland,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7366,Laurentian-Acadian Pine-Hemlock Forest,7366,2366,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,Conifer,685,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
7367,Ozark-Ouachita Shortleaf Pine Forest and Woodland,7367,2367,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,Conifer,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7368,Southern Piedmont Dry Pine Forest,7368,2368,Tr Southern Piedmont Dry Pine Forest,Tree,Conifer,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159,255,128,0.623529,1,0.501961
7369,Central Appalachian Dry Pine Forest,7369,2369,Tr Central Appalachian Dry Pine Forest,Tree,Conifer,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,13,69,133,0.05098,0.270588,0.521569
7370,Appalachian Hemlock Forest,7370,2370,Tr Appalachian Hemlock Forest,Tree,Conifer,685,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,38,115,0,0.14902,0.45098
7371,West Gulf Coastal Plain Pine Forest,7371,2371,Tr West Gulf Coastal Plain Pine Forest,Tree,Conifer,689,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1,0.45098
7372,East Gulf Coastal Plain Interior Shortleaf Pine Forest,7372,2372,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,Conifer,690,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7373,Acadian Low-Elevation Spruce-Fir Forest,7373,2373,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,Conifer,693,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,186,54,14,0.729412,0.211765,0.054902
7374,Acadian-Appalachian Montane Spruce-Fir Forest,7374,2374,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,Conifer-Hardwood,693,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186,54,14,0.729412,0.211765,0.054902
7375,Eastern Serpentine Woodland,7375,2375,Tr Eastern Serpentine Woodland,Tree,Conifer-Hardwood,670,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,38,115,0,0.14902,0.45098
7376,Southern Ridge and Valley / Cumberland Dry Calcareous Forest,7376,2376,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,Hardwood,660,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85,187,194,0.333333,0.733333,0.760784
7377,Central Appalachian Pine Rocky Woodland,7377,2377,Tr Central Appalachian Rocky Pine Woodland,Tree,Conifer,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13,69,133,0.05098,0.270588,0.521569
7378,West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,7378,2378,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,Conifer,689,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,116,214,190,0.454902,0.839216,0.745098
7379,Northern Atlantic Coastal Plain Maritime Forest,7379,2379,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,679,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145,255,115,0.568627,1,0.45098
7380,East Gulf Coastal Plain Maritime Forest,7380,2380,Tr East Gulf Coastal Plain Maritime Forest,Tree,Hardwood,679,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107,209,206,0.419608,0.819608,0.807843
7381,Lower Mississippi River Dune Woodland and Forest,7381,2381,Tr Lower Mississippi River Dune Woodland and Forest,Tree,Hardwood,662,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
7382,Southern Atlantic Coastal Plain Maritime Forest,7382,2382,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,Hardwood,679,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107,209,206,0.419608,0.819608,0.807843
7383,Edwards Plateau Limestone Savanna and Woodland,7383,2383,Tr Edwards Plateau Limestone Savanna and Woodland,Tree,Hardwood,662,Post Oak Woodland and Savanna,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,34,109,153,0.133333,0.427451,0.6
7384,Mississippi Delta Maritime Forest,7384,2384,Tr Mississippi Delta Maritime Forest,Tree,Hardwood,679,Maritime Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145,255,115,0.568627,1,0.45098
7385,Great Plains Wooded Draw and Ravine Woodland,7385,2385,Tr Western Great Plains Wooded Draw and Ravine,Tree,Riparian,635,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,128,97,69,0.501961,0.380392,0.270588
7386,Acadian-Appalachian Alpine Tundra Shrubland,7386,2386,Sh Acadian-Appalachian Alpine Tundra,Shrub,Shrubland,651,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,82,52,34,0.321569,0.203922,0.133333
7387,Florida Peninsula Inland Scrub Shrubland,7387,2387,Tr Florida Peninsula Inland Scrub,Shrub,Shrubland,691,Southern Scrub Oak,SAF 72: Southern Scrub Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
7389,Acadian-Appalachian Subalpine Woodland,7389,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,Conifer,651,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Evergreen open tree canopy,82,52,34,0.321569,0.203922,0.133333
7390,Tamaulipan Mixed Deciduous Thornscrub,7390,2390,Sh Tamaulipan Mixed Deciduous Thornscrub,Shrub,Shrubland,613,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
7391,Tamaulipan Mesquite Upland Woodland,7391,2391,Tr Tamaulipan Mesquite Upland Scrub,Tree,Hardwood,624,Mesquite Woodland and Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Tree-dominated,Open tree canopy,Deciduous open tree canopy,82,52,34,0.321569,0.203922,0.133333
7392,Tamaulipan Calcareous Thornscrub,7392,2392,Sh Tamaulipan Calcareous Thornscrub,Shrub,Shrubland,613,Desert Scrub,SRM 728: Mesquite-Ganjeno-Acacia,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
7393,Edwards Plateau Limestone Shrubland,7393,2393,Sh Edwards Plateau Limestone Shrubland,Shrub,Shrubland,696,Juniper-Oak,SRM 733: Juniper-Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,34,109,153,0.133333,0.427451,0.6
7394,North-Central Interior Oak Savanna,7394,2394,Tr North-Central Interior Oak Savanna,Tree,Hardwood,659,Bur Oak Woodland and Savanna,SAF 42: Bur Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,6,53,122,0.023529,0.207843,0.478431
7395,North-Central Oak Barrens Woodland,7395,2395,Tr North-Central Oak Barrens,Tree,Hardwood,663,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
7396,Great Plains Wooded Draw and Ravine Shrubland,7385,2385,Tr Western Great Plains Wooded Draw and Ravine,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
7397,Nashville Basin Limestone Glade and Woodland,7397,2397,Tr Nashville Basin Limestone Glade and Woodland,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
7398,Cumberland Sandstone Glade and Barrens,7398,2398,Tr Cumberland Sandstone Glade and Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
7399,Northern Atlantic Coastal Plain Grassland,7522,2522,Sh Northern Atlantic Coastal Plain Heathland,Herb,Grassland,674,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,240,165,46,0.941176,0.647059,0.180392
7400,Central Appalachian Alkaline Glade and Woodland,7400,2400,Tr Central Appalachian Alkaline Glade and Woodland,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
7401,Central Interior Highlands Calcareous Glade and Barrens Woodland,7401,2401,Tr Central Interior Highlands Calcareous Glade and Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1,0.6,0
7403,West Gulf Coastal Plain Catahoula Barrens,7403,2403,Tr West Gulf Coastal Plain Catahoula Barrens,Tree,Conifer-Hardwood,670,Glades and Barrens,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,116,214,204,0.454902,0.839216,0.8
7405,West Gulf Coastal Plain Nepheline Syenite Glade,7405,2405,Tr West Gulf Coastal Plain Nepheline Syenite Glade,Tree,Conifer-Hardwood,670,Glades and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,255,153,0,1,0.6,0
7406,Southern Piedmont Dry Oak Forest,7368,2406,Tr Southern Piedmont Dry Oak Forest,Tree,Hardwood,664,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
7407,Laurentian Pine Barrens,7407,2407,Tr Laurentian Pine Barrens,Tree,Conifer,676,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
7408,Alabama Ketona Glade and Woodland,7408,2408,Tr Alabama Ketona Glade and Woodland,Tree,Conifer-Hardwood,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
7409,Great Lakes Alvar,7409,2409,He Great Lakes Alvar,Herb,Grassland,671,Great Lakes Alvar,SAF 37: Northern White-Cedar,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,216,216,191,0.847059,0.847059,0.74902
7410,Llano Uplift Acidic Forest and Woodland,7410,2410,Tr Llano Uplift Acidic Forest Woodland and Glade,Tree,Conifer-Hardwood,670,Glades and Barrens,SRM 733: Juniper-Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,34,109,153,0.133333,0.427451,0.6
7411,Great Lakes Wet-Mesic Lakeplain Prairie,7411,2411,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,Riparian,675,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
7412,North-Central Interior Sand and Gravel Tallgrass Prairie,7412,2412,He North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,Grassland,649,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
7413,Bluegrass Savanna and Woodland Prairie,7413,2413,Tr Bluegrass Savanna and Woodland,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7414,Southern Appalachian Shrub Bald,7414,2414,Sh Southern Appalachian Grass and Shrub Bald,Shrub,Shrubland,670,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
7415,Arkansas Valley Prairie,7415,2415,Tr Arkansas Valley Prairie and Woodland,Herb,Grassland,688,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7416,Western Highland Rim Prairie and Barrens,7416,2416,He Western Highland Rim Prairie and Barrens,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7417,Eastern Highland Rim Prairie and Barrens,7417,2417,He Eastern Highland Rim Prairie and Barrens,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7418,Pennyroyal Karst Plain Prairie and Barrens,7418,2418,He Pennyroyal Karst Plain Prairie and Barrens,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7419,Southern Ridge and Valley Patch Prairie,7419,2419,He Southern Ridge and Valley Patch Prairie,Herb,Grassland,688,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
7420,Northern Tallgrass Prairie,7420,2420,He Northern Tallgrass Prairie,Herb,Grassland,649,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
7421,Central Tallgrass Prairie,7421,2421,He Central Tallgrass Prairie,Herb,Grassland,649,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
7422,Texas Blackland Tallgrass Prairie,7422,2422,He Texas Blackland Tallgrass Prairie,Herb,Grassland,649,Tallgrass Prairie,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
7423,Southeastern Great Plains Tallgrass Prairie,7423,2423,He Southeastern Great Plains Tallgrass Prairie,Herb,Grassland,649,Tallgrass Prairie,SRM 710: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
7424,East-Central Texas Plains Xeric Sandyland,7424,2424,He East-Central Texas Plains Xeric Sandyland,Herb,Grassland,688,Prairies and Barrens,SRM 732: Cross Timbers-Texas Little Bluestem-Post Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7425,Florida Dry Prairie Grassland,7425,2425,Sh Florida Dry Prairie,Herb,Grassland,688,Prairies and Barrens,SRM 814: Cabbage Palms Flatwoods,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,116,214,204,0.454902,0.839216,0.8
7426,Southern Atlantic Coastal Plain Dune and Maritime Grassland,7426,2426,He Southern Atlantic Coastal Plain Dune and Maritime Grassland,Herb,Grassland,654,Atlantic Dunes and Grasslands,SRM 723: Sea Oats,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
7428,West Gulf Coastal Plain Northern Calcareous Prairie,7428,2428,He West Gulf Coastal Plain Northern Calcareous Prairie,Herb,Grassland,688,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
7429,West Gulf Coastal Plain Southern Calcareous Prairie,7429,2429,He West Gulf Coastal Plain Southern Calcareous Prairie,Herb,Grassland,688,Prairies and Barrens,SRM 717: Little Bluestem-Indiangrass-Texas Wintergrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
